dist_km,elevation_m,grade_pct,curvature_deg_100m,speed_kmh,legal_kmh,lat,lon
49.4,668.0,0.74,36.75,66.7,100,49.18153,13.00725
49.425,668.2,0.74,20.03,72.3,100,49.18175,13.0073
49.45,668.3,0.74,5.53,77.5,100,49.18197,13.00736
49.475,668.5,0.74,10.41,82.3,100,49.18219,13.00741
49.5,668.7,0.74,18.24,81.7,100,49.18241,13.00747
49.525,668.9,0.74,19.33,76.8,100,49.18264,13.00752
49.55,669.1,0.74,22.93,71.5,100,49.18284,13.00765
49.575,669.3,0.74,35.09,65.9,100,49.18303,13.00784
49.6,669.4,0.74,32.8,59.7,100,49.18322,13.00803
49.625,669.6,0.74,36.87,52.7,100,49.1834,13.00824
49.65,669.8,0.74,81.53,44.8,100,49.18353,13.00851
49.675,670.0,0.74,118.77,37.1,100,49.18363,13.00882
49.7,670.2,0.74,131.26,35.3,100,49.18378,13.00907
49.725,670.4,0.74,132.15,35.2,100,49.18399,13.00902
49.75,670.6,0.74,131.09,35.3,100,49.1841,13.00873
49.775,670.7,0.74,98.1,40.8,100,49.18409,13.00838
49.8,670.9,0.74,63.64,49.4,100,49.18405,13.00805
49.825,671.1,0.74,38.82,56.7,100,49.18395,13.00774
49.85,671.3,0.74,30.12,63.2,100,49.1838,13.00748
49.875,671.5,0.74,19.34,69.1,100,49.18363,13.00726
49.9,671.7,0.74,6.56,74.5,100,49.18346,13.00703
49.925,671.9,0.74,2.13,79.3,100,49.18329,13.00681
49.95,672.0,0.74,9.25,74.2,100,49.18312,13.00659
49.975,672.2,0.74,10.65,68.8,100,49.18295,13.00636
50.0,672.4,0.74,12.49,62.9,100,49.18278,13.00615
50.025,672.6,0.74,30.45,56.4,100,49.18258,13.00598
50.05,672.8,0.74,68.09,49.0,100,49.18238,13.00582
50.075,673.0,0.74,98.76,40.7,100,49.18219,13.00565
50.1,673.2,0.74,127.43,35.8,100,49.18205,13.00538
50.125,673.3,0.74,135.67,34.7,100,49.1821,13.00506
50.15,673.5,0.74,117.71,37.3,100,49.18228,13.00488
50.175,673.7,0.74,81.3,44.8,100,49.1825,13.00492
50.2,673.9,0.74,44.96,52.8,100,49.18272,13.00504
50.225,674.1,0.74,19.94,59.7,100,49.18293,13.00515
50.25,674.3,0.74,9.82,65.9,100,49.18314,13.00525
50.275,674.5,0.74,10.23,71.6,100,49.18336,13.00533
50.3,674.6,0.74,7.1,76.8,100,49.18359,13.00537
50.325,674.8,0.74,6.96,81.7,100,49.18381,13.00542
50.35,675.0,0.74,2.1,86.3,100,49.18403,13.00546
50.375,675.2,0.74,2.1,88.0,100,49.18425,13.00551
50.4,675.4,0.74,1.68,88.0,100,49.18448,13.00555
50.425,675.6,0.74,1.77,84.6,100,49.1847,13.00558
50.45,675.7,0.74,2.73,79.9,100,49.18492,13.00561
50.475,675.9,0.74,2.54,74.9,100,49.18515,13.00565
50.5,676.1,0.74,2.87,69.5,100,49.18537,13.00568
50.525,676.3,0.74,3.43,63.7,100,49.18559,13.00574
50.55,676.5,0.74,6.64,57.3,100,49.18582,13.00579
50.575,676.7,0.74,10.88,50.0,50,49.18604,13.00584
50.6,676.9,0.74,17.23,50.0,50,49.18626,13.00588
50.625,677.0,0.74,23.05,50.0,50,49.18649,13.0059
50.65,677.2,0.74,27.19,50.0,50,49.18671,13.00587
